ingredients,instructions,time,title
"['3 ounces cream cheese', '½ cup butter, softened', '1 cup all-purpose flour', '½ cup any flavor fruit jam', ""⅓ cup confectioners' sugar for decoration""]","Mix cream cheese and butter until smooth. Add flour slowly until well blended. Shape into a ball and chill overnight or for several hours.
Preheat oven to 350 degrees F (180 degrees C).
Roll dough out 1/8 inch thick on a floured pastry board. Cut into 2 1/2 inch squares and place about 1/2 teaspoon jam or preserves in the center. Overlap opposite corners and pinch together. Place on ungreased cookie sheets.
Bake for 10 to 12 minutes in the preheated oven. Cool on wire racks. Sprinkle kolacky lightly with confectioner's sugar.",205,Cream Cheese Kolacky
"['1/2 cup butter, melted', '4 cups fresh peaches - peeled, pitted, and sliced', '2 tablespoons white sugar', '1 cup white sugar', '1/4 teaspoon salt', '1 teaspoon baking powder', '1 cup all-purpose flour', '1 teaspoon ground cinnamon', '1/2 cup milk']","Preheat oven to 350 degrees F (175 degrees C). Pour butter in to the bottom of a large casserole or 9 x 13 inch pan.
In the prepared dish, toss together the peaches and 2 tablespoons sugar.
In a mixing bowl, combine the 1 cup sugar, salt, baking powder, flour, cinnamon, and milk. Spoon batter over the peaches.
Bake for 45 minutes in the preheated oven, or until top is golden brown.",70,Peach Cobbler I
"['½ cup butter', '½ cup packed brown sugar', '2 tablespoons water', '1 egg', '1 (18.25 ounce) package white cake mix', '1 cup chopped walnuts', '2 cups semisweet chocolate chips']","Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13 inch baking pan.
In a large bowl, cream together the butter and sugar until light and fluffy. Mix in water and egg, then stir in cake mix. Finally, mix in nuts and chocolate chips. Spread mixture into pan.
Bake for 30 to 35 minutes in the preheated oven. Cool completely before cutting into bars.",50,Bar Cookies from Cake Mix
"['1 (18.25 ounce) package chocolate cake mix', '2 pints part-skim ricotta cheese', '¾ cup white sugar', '1 teaspoon vanilla extract', '4 eggs', '1 (3.9 ounce) package instant chocolate pudding mix', '1 cup milk', '1 (12 ounce) container frozen whipped topping, thawed']","Prepare cake mix as directed on box.  Pour batter into 9 x 13 x 2 inch greased baking dish.  Set aside.
Combine ricotta cheese, sugar, vanilla, and eggs.  Blend well.  Spread mixture evenly over the top of the cake batter.
Bake at 350 degrees F (175 degrees C) for 75 minutes if using a glass baking dish,  90 minutes if using a metal pan.
Blend pudding mix and milk until thickened.   Blend in whipped topping.  Spread over cooled cake.",175,Italian Love Cake
"['1 cup Jif&reg; Creamy Peanut Butter', '1 (8 ounce) package cream cheese, softened', '½ cup sugar', '1 (12 ounce) container frozen whipped topping, thawed and divided', '1 prepared chocolate pie crust', ""1 (11.75 ounce) jar Smucker's&reg; Hot Fudge Microwaveable Ice Cream Topping, divided"", '2 tablespoons Jif&reg; Creamy Peanut Butter']","Beat together 1 cup peanut butter, cream cheese and sugar in a medium bowl with an electric mixer on medium, until well combined. Gently mix in 3 cups whipped topping until thoroughly combined. Spoon mixture into pie shell. Using a spatula, smooth mixture to edges of pie.
Reserve 2 tablespoons of hot fudge topping into the corner of a resealable plastic bag. Microwave remaining topping, on HIGH (100% topping), for 1 minute. Stir. Spread topping over pie, covering entire peanut butter layer. Refrigerate until set. Spread remaining whipped topping (1 1/2 cups), over hot fudge layer, being careful not to mix the two layers.
Cut a small corner from bag containing topping. Squeeze bag to drizzle topping over pie. Place remaining 2 tablespoons peanut butter in a resealable food storage bag; cut bag corner and squeeze to drizzle in opposite direction from topping. Refrigerate until ready to serve.",120,Decadent Peanut Butter Pie
"['3 cups bread cubes', '4 cups scalded milk', '3/4 cup white sugar', '1 tablespoon butter', '1/2 teaspoon salt', '4 eggs, lightly beaten', '1 teaspoon vanilla extract', '1 cup white sugar', '1/2 cup butter', '1/2 cup heavy cream', '1 teaspoon vanilla extract']","Preheat oven to 350 degrees F (175 degrees C).
Butter an 8x8 inch glass baking dish. Soak bread in hot milk for five minutes. Stir in 3/4 cup sugar, 1 tablespoon butter, salt, eggs, and 1 teaspoon vanilla. Pour into the baking dish.
Line a roasting pan with a damp kitchen towel. Place baking dish on towel inside roasting pan, and place roasting pan on oven rack. Fill roasting pan with boiling water to reach halfway up the sides of the baking dish. Bake for 60 minutes. Cool on wire rack.
While pudding cools, combine 1 cup sugar, 1/2 cup butter, cream, and 1 teaspoon vanilla in a large saucepan. While stirring, bring to a boil. Reduce heat to low, and stir 3 minutes more. Spoon over warm bread pudding.",70,Bread Pudding
"['3 pounds fresh freestone peaches, peeled and sliced', '1 cup white sugar, divided', '1 tiny pinch salt', '1/4 cup all-purpose flour', '1 tablespoon cornstarch', '1 teaspoon lemon juice', '1 pinch cayenne pepper', '1 pinch ground cinnamon', '1 pastry for a 10-inch double crust pie', '1 1/2 tablespoons butter, cut into tiny pieces', '1 tablespoon heavy whipping cream, or to taste', '1 tablespoon white sugar, or to taste']","Preheat oven to 350 degrees F (175 degrees C).
Stir peaches, 1/2 cup sugar, and salt together in a bowl. Let sit for 20 to 30 minutes. Strain accumulated juices into a saucepan and return strained peaches to bowl.
Bring juices in saucepan to a boil; reduce heat to medium-high, and cook until mixture thickens to a syrup, 5 to 10 minutes.
Whisk 1/2 cup sugar, flour, and cornstarch together in a bowl. Stir lemon juice, cayenne pepper, and cinnamon into peaches; add flour mixture and toss to coat. Pour peach syrup over peach mixture and stir.
Roll out half the pastry to fit a 10-inch pie plate. Place bottom crust in pie plate. Pour peach filling into pie shell, tap pie plate against a surface to settle filling, and dot with butter.
Roll remaining crust into an 11-inch circle and cut into 1-inch strips using a paring knife or pastry wheel.
Lay 5 strips of pie crust over the top of the pie. Weave remaining pastry dough strips through to form a lattice top. Fold the ends of the lattice strips under the bottom crust and crimp the crust. Brush cream over the top and sprinkle with 1 tablespoon sugar.
Bake in the preheated oven until browned and bubbling, about 1 hour 15 minutes. Cool completely before slicing.",135,Chef John's Peach Pie
"['1 ½ cups white sugar', '3 tablespoons unsweetened cocoa powder', '2 eggs', '1 (5 ounce) can evaporated milk', '¼ cup melted butter', '1 teaspoon vanilla extract', '1 (9 inch) unbaked pie crust']","Preheat oven to 350 degrees F (175 degrees C).
Mix sugar and cocoa together. Beat the eggs then add to the cocoa mixture. Beat in the milk, butter and vanilla.
Pour mixture into 9 inch unbaked pie shell and bake at 350 degrees F (175 degrees C) for 45 minutes or until set. Let cool before slicing.",55,Chocolate Chess Pie II
"['1 (20 ounce) can crushed pineapple, drained', '1 (3 ounce) package instant pistachio pudding mix', '1 (8 ounce) container frozen whipped topping, thawed', '1/2 (10.5 ounce) package miniature marshmallows']","In a large bowl, combine the pineapple and dry pistachio pudding mix. Fold in thawed whipped topping and marshmallows until well mixed. Refrigerate until chilled and serve.",35,Instant Pistachio Salad
"['½ cup white sugar', '½ cup milk', '½ cup heavy cream', '¼ cup butter', '2 tablespoons cornstarch', '2 tablespoons milk', '1 teaspoon vanilla extract', '2 tart apples - peeled, cored and sliced', '1 tablespoon all-purpose flour', '¼ teaspoon ground cinnamon', '1 (15 ounce) package pastry for double-crust pie', ""½ cup confectioners' sugar"", '1 tablespoon milk', '¼ teaspoon vanilla extract', '1 tablespoon butter, softened']","In a medium saucepan over medium heat, combine 1/2 cup sugar, 1/2 cup milk, 1/2 cup cream, and 1/4 cup butter. Heat until butter is melted, stirring occasionally. In a small bowl, whisk together the cornstarch, 2 tablespoons milk, and vanilla; stir into saucepan. Cook until thickened, stirring constantly. Remove from heat, and set aside to cool slightly.
Preheat oven to 400 degrees F (200 degrees C). In a medium bowl, combine the apples, flour, and cinnamon. Mix well.
Line a 9 inch pie pan with pie dough. Pour thickened filling mixture into pastry-lined pie pan. Arrange apple mixture evenly over filling. Top with second crust, seal and flute the edges. Cut slits in top crust.
Bake for 30 to 40 minutes, or until crust is golden brown and apples are tender.  Cool for at least 30 minutes.
In small bowl, combine confectioners' sugar, 1 tablespoon milk, 1/4 teaspoon vanilla, and 1 tablespoon softened butter. Blend until smooth; pour evenly over warm pie. Refrigerate for AT LEAST 1 1/2 hours before serving (longer is better).",180,Glazed Apple Cream Pie
"['1 ¼ cups white sugar', '½ cup butter', '2 eggs, beaten', '1 teaspoon baking soda', '¼ cup sour cream', '1 cup mashed bananas', '1 ½ cups cake flour', '1 teaspoon vanilla extract']","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x9 inch pan.
In a large bowl, cream butter and sugar until light. Add eggs and beat well. Dissolve soda in the sour cream and add it to the butter mixture. Beat well. Add the mashed bananas and mix in. Add cake flour and mix well. Stir in vanilla extract.
Pour batter into a 9x9 inch pan and bake at 350 degrees F (175 degrees C) for 45 minutes or until done.",0,Banana Cake V
"['2 cups all-purpose flour', '1 teaspoon salt', '¾ cup shortening', '6 tablespoons cold water', '1 teaspoon distilled white vinegar', '4 eggs, lightly beaten', '¼ cup packed brown sugar', '¼ cup white sugar', '½ teaspoon salt', '1 cup light corn syrup', '2 tablespoons butter, melted', '1 teaspoon vanilla extract', '1 cup chopped pecans', '1 tablespoon bourbon (optional)', '⅓ cup packed brown sugar', '3 tablespoons butter', '3 tablespoons honey', '1 ½ cups pecan halves']","Preheat oven to 350 degrees F (175 degrees C).
To Make Crust: In a medium bowl, mix together flour and 1 teaspoon salt. Cut in shortening until mixture is crumbly. Gradually add water and vinegar. Cut together until mixture will hold together. Press dough into a ball and flour each side lightly. Wrap in plastic and chill for 20 minutes. Roll out between wax paper into a circle 1/8 inch thick and press into 9 inch pie pan.
To Make Filling: In a large bowl, combine eggs, 1/4 cup brown sugar, white sugar, 1/2 teaspoon salt, corn syrup, melted butter, vanilla extract, and chopped pecans. Add bourbon if desired. Mix well. Spoon mixture into unbaked pie shell.
Bake in preheated oven for 15 minutes. Remove and cover edges of pastry with aluminum foil. Return to oven for 20 minutes.
To Make Topping: Combine 1/3 cup brown sugar, butter or margarine, and honey in a medium saucepan. Cook over low heat, stirring occasionally, until sugar dissolves - about 2 minutes. Add pecans. Stir just until coated. Spoon topping evenly over pie.
Keep foil on edges of pastry and return pie to oven for an additional 10 to 20 minutes, until topping is bubbly and golden brown. Cool to room temperature before serving.",170,Honey Crunch Pecan Pie
"['¾ cup butter, softened', '1 cup vegetable oil', ""1 cup confectioners' sugar"", '1 cup white sugar', '2 eggs', '1 teaspoon vanilla extract', '1 ½ teaspoons lemon extract', '4 cups all-purpose flour', '1 teaspoon cream of tartar', '1 teaspoon baking soda', '1 teaspoon salt', '½ cup white sugar for decoration']","Preheat the oven to 375 degrees F (190 degrees C). Sift together the flour, cream of tartar, baking soda and salt; set aside.
In a large bowl, cream together the butter, oil, confectioners' sugar and white sugar until well blended. Stir in the eggs, vanilla and lemon extracts. Gradually mix in the dry ingredients until well blended. Roll the dough into walnut sized balls. Place the cookies 2 inches apart onto the cookie sheet. Flatten cookies to 1/8 inch thickness using the bottom of a glass dipped in sugar. Colored sugar may be used if you do not plan to frost cookies later.
Bake for 9 to 12 minutes in the preheated oven, or until the edges are golden brown. Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely.",60,Blue Ribbon Sugar Cookies
"['1 cup butter at room temperature', '1 cup firmly packed light brown sugar', '½ cup white sugar', '2 eggs', '2 teaspoons vanilla extract', '½ teaspoon salt', '1 teaspoon baking soda', '1 teaspoon baking powder', '1 ½ cups all-purpose flour', '2 cups rolled oats', 'chocolate chips (optional)', 'raisins (optional)', 'chopped walnuts (optional)']","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13-inch baking pan.
In a large bowl, beat the butter, brown sugar, and white sugar until thoroughly mixed and creamy. Beat in the eggs, one at a time, mixing well after each addition. Stir in the vanilla extract until well mixed, and mix in salt, baking soda, baking powder, flour, rolled oats, plus chocolate chips, raisins, and chopped nuts if desired. Mix well to moisten all ingredients, and spread into the prepared baking pan.
Bake in the preheated oven until golden brown, 20 to 25 minutes. Let cool in the pan for about 5 minutes before cutting into bars.",45,Milly's Oatmeal Brownies
